age,workclass,education,marital_status,occupation,race,sex,hours_per_week,capital_gain,capital_loss,native_country,income
27,Private,11th Grade,Married-civ-spouse,Craft-repair,Other,Male,22,702,599,United-States,<=50K
30,Private,11th Grade,Widowed,Sales,Asian-Pac-Islander,Male,19,5144,1604,Canada,>50K
61,State-gov,Some College,Divorced,Exec-managerial,White,Female,18,1309,422,Canada,>50K
56,Local-gov,11th Grade,Widowed,Other-service,Amer-Indian-Eskimo,Male,43,9661,4887,Germany,<=50K
36,Federal-gov,Some College,Widowed,Tech-support,White,Male,82,3650,219,Canada,<=50K
68,Self-emp-inc,Some College,Never-married,Sales,Black,Male,70,8009,878,United-States,<=50K
36,Federal-gov,Doctorate,Never-married,Sales,Black,Male,73,2184,633,Philippines,<=50K
69,State-gov,11th Grade,Widowed,Prof-specialty,Amer-Indian-Eskimo,Male,10,6722,1148,Germany,>50K
64,Self-emp-inc,HS Graduate,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,31,732,2834,Canada,<=50K
47,Self-emp-not-inc,10th Grade,Separated,Craft-repair,Other,Male,81,9863,3822,Philippines,<=50K
63,Self-emp-not-inc,Masters,Divorced,Tech-support,Asian-Pac-Islander,Male,55,3045,804,Philippines,>50K
38,Federal-gov,11th Grade,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Male,2,6861,4478,United-States,<=50K
65,Local-gov,HS Graduate,Never-married,Tech-support,Asian-Pac-Islander,Male,56,6922,3012,United-States,<=50K
79,Private,Masters,Widowed,Other-service,White,Female,31,3861,3753,Philippines,<=50K
75,Self-emp-not-inc,Some College,Married-spouse-absent,Other-service,White,Male,20,3772,718,Germany,>50K
35,State-gov,Bachelors,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Female,51,1527,4022,Mexico,>50K
76,Local-gov,10th Grade,Never-married,Prof-specialty,White,Male,54,7258,2170,Germany,>50K
65,Local-gov,Bachelors,Divorced,Other-service,White,Male,39,5054,1564,Philippines,>50K
80,Self-emp-inc,HS Graduate,Widowed,Craft-repair,Other,Female,39,539,4178,Mexico,>50K
29,Self-emp-not-inc,11th Grade,Separated,Other-service,Amer-Indian-Eskimo,Female,96,7784,1973,Mexico,>50K
51,Federal-gov,Doctorate,Widowed,Sales,Black,Female,82,6710,3196,Germany,<=50K
78,State-gov,HS Graduate,Never-married,Sales,Asian-Pac-Islander,Female,59,7747,2265,Germany,>50K
70,Local-gov,Doctorate,Married-civ-spouse,Prof-specialty,Black,Female,41,1770,323,Mexico,>50K
42,Federal-gov,HS Graduate,Never-married,Tech-support,Black,Male,8,5654,2921,Germany,<=50K
79,Federal-gov,10th Grade,Divorced,Other-service,Other,Female,63,4359,4193,Canada,<=50K
21,State-gov,11th Grade,Separated,Exec-managerial,Other,Female,67,9060,121,Mexico,<=50K
30,Self-emp-not-inc,11th Grade,Married-spouse-absent,Other-service,White,Female,10,1385,821,Philippines,<=50K
59,State-gov,11th Grade,Divorced,Other-service,Black,Male,18,6986,567,Germany,>50K
66,Federal-gov,11th Grade,Divorced,Other-service,Amer-Indian-Eskimo,Female,65,1770,84,Germany,<=50K
73,Federal-gov,HS Graduate,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,81,3302,3244,Mexico,<=50K
64,Private,10th Grade,Never-married,Tech-support,White,Male,14,7196,3324,Mexico,>50K
25,State-gov,10th Grade,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Female,89,1665,1440,Canada,<=50K
72,Federal-gov,Some College,Married-civ-spouse,Other-service,White,Female,46,5715,4963,Germany,>50K
35,Private,10th Grade,Widowed,Tech-support,Amer-Indian-Eskimo,Female,2,8127,4242,Canada,<=50K
52,Self-emp-not-inc,HS Graduate,Never-married,Exec-managerial,White,Male,86,7597,4551,United-States,>50K
49,Federal-gov,Doctorate,Married-spouse-absent,Tech-support,Asian-Pac-Islander,Female,29,3165,1105,Canada,>50K
41,Local-gov,11th Grade,Widowed,Tech-support,Amer-Indian-Eskimo,Male,77,6202,3719,Canada,<=50K
24,State-gov,HS Graduate,Married-spouse-absent,Craft-repair,White,Male,36,6848,1391,Canada,<=50K
30,Federal-gov,Bachelors,Never-married,Other-service,Asian-Pac-Islander,Female,67,3865,3790,Philippines,<=50K
86,Private,Masters,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,97,533,2094,United-States,>50K
59,Local-gov,10th Grade,Separated,Other-service,Asian-Pac-Islander,Female,77,5663,3773,Mexico,<=50K
48,Self-emp-not-inc,10th Grade,Widowed,Craft-repair,White,Female,86,8341,5,Germany,>50K
43,State-gov,HS Graduate,Never-married,Craft-repair,Amer-Indian-Eskimo,Female,29,5397,2938,Germany,>50K
49,Self-emp-inc,Doctorate,Widowed,Tech-support,Other,Female,7,5981,4262,Germany,<=50K
69,Self-emp-inc,Doctorate,Never-married,Tech-support,Other,Female,97,1049,777,United-States,<=50K
37,Private,Masters,Widowed,Craft-repair,Amer-Indian-Eskimo,Male,34,7132,1090,Mexico,>50K
57,Self-emp-not-inc,Doctorate,Separated,Sales,Asian-Pac-Islander,Female,6,1013,3350,United-States,>50K
76,Self-emp-not-inc,HS Graduate,Never-married,Tech-support,White,Male,93,2063,731,Germany,<=50K
31,Federal-gov,10th Grade,Separated,Sales,Black,Female,81,4732,660,United-States,<=50K
61,Self-emp-inc,11th Grade,Married-spouse-absent,Prof-specialty,Black,Female,39,5357,2564,United-States,>50K
65,Federal-gov,11th Grade,Separated,Exec-managerial,Asian-Pac-Islander,Male,80,8080,1125,Germany,<=50K
60,Self-emp-not-inc,Doctorate,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Male,30,2499,2607,United-States,<=50K
33,Private,Masters,Separated,Exec-managerial,White,Male,60,5757,4792,Mexico,<=50K
52,Private,Some College,Widowed,Tech-support,Amer-Indian-Eskimo,Male,78,6706,609,Canada,<=50K
70,Local-gov,11th Grade,Divorced,Tech-support,Asian-Pac-Islander,Male,85,7291,2445,United-States,>50K
51,Private,10th Grade,Married-civ-spouse,Exec-managerial,White,Male,73,7522,465,United-States,>50K
20,Self-emp-inc,Some College,Divorced,Sales,Other,Male,67,5525,2210,Germany,>50K
85,Local-gov,11th Grade,Divorced,Tech-support,Amer-Indian-Eskimo,Female,6,9257,4934,Germany,<=50K
22,Self-emp-inc,Masters,Widowed,Tech-support,Amer-Indian-Eskimo,Female,3,1191,4505,Mexico,<=50K
27,Federal-gov,Some College,Divorced,Other-service,Asian-Pac-Islander,Female,31,1958,3240,Germany,<=50K
69,Federal-gov,Doctorate,Divorced,Other-service,Amer-Indian-Eskimo,Female,60,1062,4792,Germany,>50K
46,Private,Bachelors,Widowed,Other-service,Asian-Pac-Islander,Male,29,5593,2651,Canada,<=50K
48,Local-gov,Some College,Married-civ-spouse,Craft-repair,Other,Male,86,4954,4933,Canada,<=50K
83,Self-emp-inc,HS Graduate,Married-civ-spouse,Tech-support,Asian-Pac-Islander,Male,65,1386,3031,Canada,<=50K
86,Self-emp-inc,11th Grade,Divorced,Exec-managerial,Asian-Pac-Islander,Male,15,839,2095,Philippines,<=50K
54,Self-emp-not-inc,10th Grade,Married-civ-spouse,Craft-repair,White,Male,42,1647,4174,Canada,>50K
44,Private,Masters,Widowed,Craft-repair,Amer-Indian-Eskimo,Female,91,7740,904,Philippines,<=50K
50,State-gov,11th Grade,Separated,Craft-repair,Asian-Pac-Islander,Female,77,4336,299,Canada,<=50K
85,Federal-gov,Some College,Never-married,Exec-managerial,Asian-Pac-Islander,Male,75,4856,4667,Canada,<=50K
76,State-gov,Bachelors,Widowed,Craft-repair,White,Female,74,1300,2131,Canada,<=50K
81,Self-emp-not-inc,Doctorate,Married-civ-spouse,Other-service,White,Female,28,8829,535,United-States,>50K
61,Federal-gov,11th Grade,Divorced,Prof-specialty,Amer-Indian-Eskimo,Female,59,977,460,Germany,<=50K
66,Federal-gov,Masters,Married-spouse-absent,Craft-repair,White,Female,25,3945,3190,United-States,>50K
70,Self-emp-inc,11th Grade,Married-civ-spouse,Sales,Amer-Indian-Eskimo,Male,7,9764,4988,Philippines,>50K
66,Federal-gov,Doctorate,Married-spouse-absent,Other-service,Amer-Indian-Eskimo,Male,64,2762,1777,United-States,<=50K
83,Local-gov,Masters,Divorced,Tech-support,Black,Male,25,9988,1962,Philippines,<=50K
80,Federal-gov,HS Graduate,Never-married,Tech-support,Black,Female,98,7132,4230,Canada,<=50K
42,Local-gov,Bachelors,Separated,Other-service,Asian-Pac-Islander,Female,15,1761,1960,Germany,>50K
21,Federal-gov,10th Grade,Separated,Prof-specialty,Amer-Indian-Eskimo,Male,78,190,409,Mexico,<=50K
68,Self-emp-not-inc,HS Graduate,Widowed,Tech-support,Amer-Indian-Eskimo,Female,20,4007,3909,Germany,>50K
28,Self-emp-inc,Some College,Never-married,Exec-managerial,Black,Male,61,490,813,Canada,>50K
34,Self-emp-not-inc,Doctorate,Widowed,Exec-managerial,White,Female,29,4960,405,United-States,<=50K
83,Self-emp-inc,Some College,Married-spouse-absent,Prof-specialty,White,Male,52,7879,272,United-States,>50K
87,Self-emp-not-inc,Some College,Married-spouse-absent,Craft-repair,White,Male,32,5799,43,Mexico,>50K
86,Private,11th Grade,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,61,6668,2931,Philippines,>50K
46,Federal-gov,Bachelors,Never-married,Sales,Black,Female,50,5097,222,Canada,>50K
89,Federal-gov,Masters,Separated,Prof-specialty,Other,Male,45,4881,1075,Canada,<=50K
37,Private,HS Graduate,Never-married,Craft-repair,Black,Male,95,4475,1480,Philippines,<=50K
44,Private,Masters,Never-married,Sales,Asian-Pac-Islander,Female,18,1552,2865,Mexico,>50K
25,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Female,89,5133,891,Canada,<=50K
78,Self-emp-not-inc,Some College,Never-married,Tech-support,White,Male,58,2008,1123,Philippines,>50K
45,Federal-gov,11th Grade,Separated,Other-service,Amer-Indian-Eskimo,Female,26,4482,4659,Canada,<=50K
87,Local-gov,HS Graduate,Separated,Craft-repair,Asian-Pac-Islander,Female,17,9201,2499,Mexico,>50K
20,State-gov,Doctorate,Separated,Prof-specialty,Black,Female,83,3271,3656,Canada,>50K
86,Federal-gov,HS Graduate,Divorced,Exec-managerial,Amer-Indian-Eskimo,Male,22,9850,2360,Germany,>50K
24,Private,Bachelors,Widowed,Craft-repair,Other,Male,92,4163,898,Germany,<=50K
77,Local-gov,Masters,Never-married,Exec-managerial,White,Male,34,489,4725,Mexico,<=50K
21,State-gov,10th Grade,Divorced,Other-service,Other,Male,34,5841,2841,United-States,>50K
22,Local-gov,Doctorate,Separated,Other-service,White,Male,52,8507,4516,Germany,>50K
28,Local-gov,Bachelors,Separated,Other-service,White,Male,30,2520,3378,Mexico,>50K
32,Self-emp-not-inc,Bachelors,Separated,Craft-repair,Asian-Pac-Islander,Male,52,6953,4230,Mexico,<=50K
81,State-gov,Masters,Never-married,Prof-specialty,Asian-Pac-Islander,Male,14,8203,2046,Philippines,<=50K
30,Local-gov,10th Grade,Divorced,Exec-managerial,Amer-Indian-Eskimo,Female,69,4195,1857,Canada,>50K
24,Federal-gov,Masters,Divorced,Tech-support,Asian-Pac-Islander,Male,42,2251,3112,Germany,>50K
23,Self-emp-not-inc,Doctorate,Married-civ-spouse,Sales,White,Male,29,3007,4362,Germany,>50K
73,Federal-gov,11th Grade,Widowed,Other-service,Black,Male,98,4008,1437,Mexico,<=50K
81,State-gov,Doctorate,Separated,Tech-support,White,Female,7,4586,1725,Germany,>50K
67,Local-gov,Some College,Married-spouse-absent,Craft-repair,Black,Female,53,1581,1645,Philippines,>50K
47,Local-gov,10th Grade,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,79,9541,3064,Philippines,>50K
39,State-gov,Some College,Never-married,Prof-specialty,Other,Female,46,8654,2100,United-States,<=50K
42,Federal-gov,Some College,Married-civ-spouse,Prof-specialty,Other,Male,65,6517,1872,Mexico,<=50K
45,Self-emp-inc,11th Grade,Separated,Prof-specialty,Asian-Pac-Islander,Female,8,717,27,Canada,<=50K
56,Local-gov,HS Graduate,Married-civ-spouse,Tech-support,Other,Female,56,691,478,Germany,>50K
84,Local-gov,HS Graduate,Separated,Prof-specialty,Black,Male,17,439,3562,Canada,>50K
22,Self-emp-not-inc,Some College,Married-civ-spouse,Prof-specialty,Other,Female,12,233,1728,Philippines,<=50K
82,Federal-gov,Bachelors,Separated,Tech-support,Black,Female,55,7406,3894,Germany,>50K
32,Local-gov,Masters,Divorced,Prof-specialty,Asian-Pac-Islander,Female,82,5705,3371,Philippines,<=50K
84,Federal-gov,Some College,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,90,278,3276,Germany,>50K
57,Self-emp-not-inc,HS Graduate,Divorced,Tech-support,Other,Female,68,5526,4166,United-States,<=50K
86,Federal-gov,Doctorate,Widowed,Prof-specialty,White,Male,98,6594,398,Germany,<=50K
60,Federal-gov,Masters,Widowed,Tech-support,Amer-Indian-Eskimo,Male,92,9532,745,Mexico,>50K
18,Self-emp-not-inc,Doctorate,Widowed,Prof-specialty,Other,Male,2,3121,800,Canada,>50K
39,Local-gov,Masters,Married-civ-spouse,Sales,Asian-Pac-Islander,Female,3,3142,2478,Canada,>50K
79,Federal-gov,HS Graduate,Widowed,Sales,Asian-Pac-Islander,Female,10,1652,4090,Germany,<=50K
43,Self-emp-inc,11th Grade,Divorced,Craft-repair,Asian-Pac-Islander,Male,23,1493,2761,Mexico,<=50K
35,Local-gov,Masters,Divorced,Other-service,Amer-Indian-Eskimo,Male,41,9852,4707,United-States,>50K
65,Self-emp-not-inc,Some College,Married-spouse-absent,Other-service,Amer-Indian-Eskimo,Female,82,8025,4817,Canada,<=50K
26,Private,Some College,Married-spouse-absent,Tech-support,White,Male,23,464,4184,Philippines,<=50K
18,State-gov,Some College,Married-spouse-absent,Other-service,Amer-Indian-Eskimo,Female,20,1614,1153,Germany,>50K
26,Self-emp-inc,10th Grade,Widowed,Other-service,Asian-Pac-Islander,Male,86,1229,1567,Mexico,>50K
40,Local-gov,10th Grade,Widowed,Exec-managerial,Other,Female,78,1270,735,United-States,>50K
62,State-gov,HS Graduate,Never-married,Prof-specialty,Amer-Indian-Eskimo,Male,83,4952,3779,Canada,>50K
19,Self-emp-not-inc,Masters,Never-married,Tech-support,Asian-Pac-Islander,Female,1,960,1914,Mexico,<=50K
31,Self-emp-inc,HS Graduate,Married-civ-spouse,Prof-specialty,Other,Female,93,4648,1965,United-States,>50K
55,Local-gov,Bachelors,Never-married,Exec-managerial,Amer-Indian-Eskimo,Female,34,3285,1369,Mexico,<=50K
57,State-gov,10th Grade,Divorced,Craft-repair,Amer-Indian-Eskimo,Male,61,6652,886,United-States,>50K
80,Private,Doctorate,Divorced,Sales,Black,Female,86,8516,1660,Mexico,>50K
33,Local-gov,HS Graduate,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Female,10,5758,541,United-States,<=50K
23,Private,Masters,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Female,95,2570,1911,United-States,<=50K
20,Private,Masters,Separated,Exec-managerial,White,Female,73,8716,1226,Germany,>50K
31,Federal-gov,10th Grade,Never-married,Prof-specialty,Asian-Pac-Islander,Male,74,3369,3616,Mexico,>50K
83,Self-emp-not-inc,Bachelors,Separated,Other-service,Black,Female,76,8443,4239,Philippines,<=50K
84,Federal-gov,Doctorate,Widowed,Sales,Amer-Indian-Eskimo,Female,24,7074,4824,Canada,<=50K
48,Private,Some College,Married-spouse-absent,Tech-support,Asian-Pac-Islander,Male,88,4553,637,Canada,>50K
50,Self-emp-not-inc,Some College,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Male,93,6806,2290,United-States,>50K
18,Self-emp-not-inc,Some College,Divorced,Other-service,White,Female,97,4956,787,Canada,<=50K
61,Self-emp-not-inc,Some College,Married-civ-spouse,Sales,White,Female,25,8224,4853,Philippines,<=50K
32,Self-emp-inc,10th Grade,Widowed,Other-service,Asian-Pac-Islander,Female,3,3269,594,Germany,>50K
54,Local-gov,10th Grade,Separated,Other-service,Other,Female,92,849,3886,Germany,>50K
44,Private,Some College,Widowed,Tech-support,Amer-Indian-Eskimo,Female,67,8165,1641,Philippines,<=50K
65,Self-emp-not-inc,HS Graduate,Widowed,Exec-managerial,Other,Male,26,4109,1571,Philippines,<=50K
44,State-gov,11th Grade,Married-civ-spouse,Prof-specialty,Asian-Pac-Islander,Male,87,7245,1308,Canada,<=50K
29,Self-emp-inc,Some College,Never-married,Exec-managerial,Black,Male,95,5729,4823,United-States,>50K
84,Self-emp-inc,Some College,Married-civ-spouse,Sales,Black,Female,4,8231,42,United-States,<=50K
47,State-gov,HS Graduate,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Female,96,7036,1423,Mexico,<=50K
83,Private,10th Grade,Never-married,Prof-specialty,Amer-Indian-Eskimo,Female,18,6410,1562,Canada,<=50K
24,Federal-gov,Doctorate,Never-married,Exec-managerial,Black,Female,91,6868,2450,Mexico,<=50K
51,Self-emp-inc,11th Grade,Married-civ-spouse,Craft-repair,White,Female,72,9205,3718,United-States,<=50K
49,Private,Bachelors,Never-married,Tech-support,Amer-Indian-Eskimo,Male,80,4086,1667,Germany,>50K
56,Self-emp-inc,Bachelors,Divorced,Other-service,Asian-Pac-Islander,Female,19,2060,4247,United-States,<=50K
60,Private,10th Grade,Widowed,Exec-managerial,Amer-Indian-Eskimo,Male,20,9042,3356,United-States,>50K
60,Self-emp-not-inc,Doctorate,Widowed,Craft-repair,Asian-Pac-Islander,Male,8,6571,1305,Philippines,>50K
20,Federal-gov,Bachelors,Separated,Exec-managerial,Black,Male,22,1480,1479,Canada,<=50K
63,State-gov,Doctorate,Married-civ-spouse,Other-service,Amer-Indian-Eskimo,Male,73,6769,492,Canada,<=50K
49,Self-emp-inc,HS Graduate,Widowed,Exec-managerial,White,Male,70,7557,448,Germany,<=50K
60,State-gov,HS Graduate,Widowed,Other-service,Asian-Pac-Islander,Male,51,4007,4994,Mexico,>50K
20,Self-emp-inc,Doctorate,Widowed,Prof-specialty,White,Female,11,4367,4636,Mexico,>50K
80,Self-emp-inc,Some College,Never-married,Sales,Asian-Pac-Islander,Male,63,8564,2571,Philippines,<=50K
57,Local-gov,11th Grade,Never-married,Exec-managerial,Other,Female,60,7276,1788,Mexico,>50K
35,Local-gov,10th Grade,Widowed,Tech-support,White,Female,15,9385,4721,Canada,>50K
84,State-gov,Doctorate,Divorced,Other-service,White,Female,24,4524,3568,Philippines,>50K
79,Self-emp-not-inc,Some College,Never-married,Prof-specialty,White,Male,74,2746,2942,Philippines,>50K
27,Self-emp-inc,Doctorate,Widowed,Tech-support,White,Female,2,2401,70,Mexico,<=50K
69,Federal-gov,HS Graduate,Separated,Sales,White,Male,19,9821,3682,Philippines,>50K
63,Local-gov,Doctorate,Widowed,Tech-support,Black,Female,66,832,716,Mexico,<=50K
72,Private,Some College,Married-spouse-absent,Tech-support,Amer-Indian-Eskimo,Female,31,7563,3958,Canada,>50K
63,Private,10th Grade,Married-spouse-absent,Sales,White,Female,97,6361,2974,United-States,>50K
77,Private,11th Grade,Married-civ-spouse,Prof-specialty,Other,Female,26,8674,2238,Philippines,>50K
43,Self-emp-not-inc,HS Graduate,Widowed,Exec-managerial,Asian-Pac-Islander,Male,72,6631,4264,United-States,<=50K
44,Self-emp-inc,Doctorate,Married-civ-spouse,Sales,Black,Female,85,6410,813,United-States,>50K
55,Self-emp-inc,Masters,Separated,Craft-repair,Amer-Indian-Eskimo,Male,19,5678,2961,Mexico,>50K
39,State-gov,Some College,Separated,Other-service,Black,Male,4,8438,4830,Mexico,<=50K
43,Local-gov,HS Graduate,Divorced,Prof-specialty,Black,Male,4,5846,1361,Philippines,>50K
86,Private,Some College,Widowed,Prof-specialty,Other,Female,95,8107,1090,Philippines,<=50K
52,Self-emp-not-inc,Some College,Never-married,Other-service,Amer-Indian-Eskimo,Female,28,9272,220,Canada,>50K
83,State-gov,11th Grade,Divorced,Prof-specialty,Other,Female,12,9538,63,Germany,<=50K
68,Federal-gov,10th Grade,Married-spouse-absent,Prof-specialty,Other,Male,77,567,2005,United-States,<=50K
35,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Amer-Indian-Eskimo,Female,11,7827,1159,Philippines,<=50K
60,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Black,Female,83,4522,4368,Mexico,>50K
29,Self-emp-not-inc,Masters,Divorced,Sales,Black,Female,57,5874,969,United-States,>50K
20,State-gov,Bachelors,Married-spouse-absent,Other-service,Black,Male,98,2194,3894,Mexico,<=50K
24,State-gov,HS Graduate,Married-spouse-absent,Other-service,Other,Female,93,401,4836,Germany,>50K
23,Local-gov,Bachelors,Divorced,Prof-specialty,Amer-Indian-Eskimo,Male,50,8480,3491,Mexico,<=50K
62,Self-emp-not-inc,Doctorate,Divorced,Prof-specialty,Black,Male,52,6321,4764,Philippines,>50K
56,State-gov,Doctorate,Married-spouse-absent,Tech-support,Asian-Pac-Islander,Male,11,1393,1569,Mexico,>50K
68,Local-gov,Bachelors,Married-civ-spouse,Sales,Other,Male,6,2160,2744,Canada,<=50K
26,State-gov,Some College,Separated,Tech-support,White,Male,20,6735,3914,United-States,>50K
40,Self-emp-inc,Some College,Divorced,Craft-repair,Black,Female,41,889,798,Canada,>50K
29,Local-gov,Masters,Separated,Craft-repair,Other,Male,33,5160,4225,Canada,<=50K
79,State-gov,11th Grade,Separated,Craft-repair,Amer-Indian-Eskimo,Male,56,5618,4988,Mexico,>50K
57,Local-gov,Doctorate,Married-spouse-absent,Exec-managerial,Amer-Indian-Eskimo,Female,14,9730,2244,Mexico,<=50K
71,Local-gov,Some College,Married-spouse-absent,Sales,White,Female,8,1925,2755,Mexico,>50K
24,State-gov,Doctorate,Married-spouse-absent,Exec-managerial,Black,Male,76,1637,3687,Canada,<=50K
34,Local-gov,10th Grade,Married-spouse-absent,Craft-repair,White,Male,59,3213,3007,Germany,>50K
67,Private,Doctorate,Married-civ-spouse,Prof-specialty,Amer-Indian-Eskimo,Male,88,6308,2540,United-States,<=50K
41,Private,10th Grade,Separated,Exec-managerial,Black,Male,29,7797,374,Philippines,<=50K
19,State-gov,Bachelors,Married-spouse-absent,Other-service,Asian-Pac-Islander,Female,25,7289,1046,Canada,>50K
50,Private,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Female,9,6219,1134,United-States,>50K
38,Private,10th Grade,Divorced,Sales,Asian-Pac-Islander,Male,68,6860,751,Philippines,<=50K
70,Self-emp-not-inc,10th Grade,Never-married,Tech-support,White,Male,9,7896,2900,Mexico,<=50K
63,Federal-gov,11th Grade,Married-civ-spouse,Sales,Black,Female,23,2780,4610,United-States,>50K
62,State-gov,Bachelors,Married-spouse-absent,Tech-support,Asian-Pac-Islander,Female,43,2325,4951,Mexico,>50K
26,Local-gov,10th Grade,Never-married,Prof-specialty,White,Male,29,1466,2566,Germany,>50K
23,Self-emp-not-inc,10th Grade,Divorced,Exec-managerial,Black,Male,5,627,379,Mexico,>50K
68,State-gov,Some College,Never-married,Exec-managerial,Amer-Indian-Eskimo,Female,78,3012,907,Germany,<=50K
52,Private,Bachelors,Widowed,Sales,Asian-Pac-Islander,Female,90,9469,3165,Germany,<=50K
70,Local-gov,Doctorate,Widowed,Prof-specialty,Asian-Pac-Islander,Male,2,7935,1078,United-States,>50K
36,Federal-gov,Masters,Married-spouse-absent,Tech-support,White,Female,49,5915,4430,Germany,>50K
86,State-gov,HS Graduate,Divorced,Craft-repair,White,Female,20,1553,2835,Mexico,<=50K
42,Local-gov,HS Graduate,Separated,Prof-specialty,Asian-Pac-Islander,Female,29,2610,3947,Canada,>50K
28,Self-emp-inc,Some College,Separated,Craft-repair,Amer-Indian-Eskimo,Male,12,6835,3355,Philippines,<=50K
34,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,79,3988,4009,Mexico,<=50K
53,State-gov,HS Graduate,Married-spouse-absent,Exec-managerial,White,Male,54,316,2662,Mexico,<=50K
38,Self-emp-not-inc,11th Grade,Widowed,Prof-specialty,Asian-Pac-Islander,Male,54,5960,3495,Canada,>50K
35,Federal-gov,HS Graduate,Married-civ-spouse,Prof-specialty,White,Female,78,7265,2853,Mexico,<=50K
77,Self-emp-not-inc,11th Grade,Divorced,Prof-specialty,Asian-Pac-Islander,Female,29,8600,3791,Germany,<=50K
35,Local-gov,Masters,Never-married,Other-service,Asian-Pac-Islander,Female,54,37,1752,Canada,>50K
18,Federal-gov,11th Grade,Married-spouse-absent,Exec-managerial,Black,Female,40,7530,4163,Philippines,>50K
31,State-gov,Some College,Married-spouse-absent,Prof-specialty,White,Male,96,9030,4045,Germany,<=50K
25,Self-emp-not-inc,Bachelors,Widowed,Exec-managerial,Asian-Pac-Islander,Male,18,3370,2322,Mexico,>50K
83,Local-gov,Some College,Separated,Other-service,White,Female,1,5279,136,Germany,<=50K
68,Private,Some College,Married-civ-spouse,Other-service,Other,Female,77,6140,2508,United-States,>50K
77,Local-gov,Doctorate,Never-married,Sales,Other,Female,8,3716,4731,Germany,<=50K
51,Self-emp-not-inc,HS Graduate,Separated,Prof-specialty,Other,Female,31,2457,471,Canada,>50K
53,State-gov,11th Grade,Separated,Exec-managerial,Black,Male,29,1656,3593,United-States,>50K
79,State-gov,Bachelors,Married-spouse-absent,Craft-repair,Black,Female,80,4972,4234,Germany,<=50K
18,Federal-gov,11th Grade,Divorced,Exec-managerial,Other,Female,93,4206,598,Germany,<=50K
59,Federal-gov,10th Grade,Separated,Exec-managerial,Amer-Indian-Eskimo,Female,29,2887,1654,Germany,>50K
18,Private,10th Grade,Separated,Prof-specialty,White,Female,5,8820,1234,United-States,>50K
71,Self-emp-not-inc,Doctorate,Separated,Tech-support,Black,Male,32,1224,819,Canada,>50K
64,State-gov,Some College,Never-married,Tech-support,Asian-Pac-Islander,Male,48,4341,3249,Canada,>50K
56,State-gov,HS Graduate,Never-married,Sales,White,Male,91,6270,2448,Germany,<=50K
47,Private,10th Grade,Separated,Craft-repair,Asian-Pac-Islander,Male,20,3301,555,Mexico,<=50K
24,Self-emp-inc,10th Grade,Married-spouse-absent,Tech-support,Amer-Indian-Eskimo,Male,80,6460,965,Germany,<=50K
39,State-gov,11th Grade,Divorced,Prof-specialty,Black,Male,49,1607,4849,United-States,<=50K
67,Local-gov,11th Grade,Separated,Prof-specialty,Asian-Pac-Islander,Male,47,8409,1917,United-States,>50K
62,Self-emp-inc,Masters,Widowed,Craft-repair,Other,Female,33,3133,1404,Canada,>50K
89,Self-emp-inc,Doctorate,Widowed,Other-service,Black,Male,11,7065,434,Mexico,>50K
27,Private,10th Grade,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,43,1731,4688,Philippines,<=50K
31,Private,Masters,Widowed,Sales,Black,Male,42,7843,2516,Canada,<=50K
63,Local-gov,11th Grade,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,27,2558,92,United-States,<=50K
23,Private,Some College,Married-civ-spouse,Prof-specialty,Other,Male,66,4721,1775,Philippines,<=50K
38,Private,HS Graduate,Married-civ-spouse,Tech-support,Other,Female,28,8774,3977,Germany,<=50K
79,Private,Masters,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,32,8250,112,Canada,<=50K
36,State-gov,Some College,Separated,Exec-managerial,Asian-Pac-Islander,Female,88,4529,3234,Philippines,>50K
79,Private,10th Grade,Married-spouse-absent,Exec-managerial,Black,Female,71,3090,3897,Philippines,>50K
70,Private,Masters,Never-married,Prof-specialty,Asian-Pac-Islander,Female,26,1198,3038,Canada,<=50K
41,Self-emp-inc,Some College,Widowed,Sales,Other,Male,68,5345,4498,Philippines,>50K
